velocity_1h,velocity_24h,total_load_mtd_inr,device_count_30d,exchange_frequency,avg_txn_amount,velocity_ratio_1h_24h,amount_deviation,load_utilization_pct,device_risk_score,hours_since_last_txn,is_fraud
1,9,1362.029347661371,1,8,1215.5559121095907,0.1111111111111111,-0.008369636783793766,0.1362029347661371,0.0,9.516740125391781,0
4,21,908.6264541463249,2,9,2856.1120581563287,0.19047619047619047,0.3580654394559028,0.09086264541463249,0.5,2.164842546259777,0
18,54,8636.094727440895,2,20,279.8968667427464,0.3333333333333333,-0.7210032461383427,0.8636094727440895,0.5,0.01,1
2,12,6540.6163451045495,1,7,1236.583178706401,0.16666666666666666,0.35754755979616976,0.654061634510455,0.0,3.8551530166829697,0
22,50,7485.156469672813,1,22,318.5591844524446,0.44,-0.473896027231555,0.7485156469672812,0.0,0.38996179128622727,1
2,6,5834.6738126621785,2,4,3338.4303000708032,0.3333333333333333,0.09636699364777696,0.5834673812662179,0.5,1.116696792995329,0
0,8,3535.21241802652,2,3,1311.241192763116,0.0,0.4767267629192847,0.353521241802652,0.5,5.6191609469396475,0
2,12,1654.3142063023076,2,11,2602.7498636617115,0.16666666666666666,-0.02443809385761797,0.16543142063023075,0.5,6.1403142229431555,0
8,26,9872.113522749954,2,21,7436.082100200896,0.3076923076923077,0.7292981390841964,0.9872113522749955,0.5,0.7819754540055079,1
3,5,5926.419838076484,1,7,2143.3961415120502,0.6,0.15004824946914713,0.5926419838076483,0.0,5.3854686464856,0
2,19,4311.05981792549,1,1,3708.051250466416,0.10526315789473684,0.3417227220562216,0.43110598179254905,0.0,6.067455045011095,0
1,12,2678.5021999332926,1,11,3788.0912087761512,0.08333333333333333,0.4009652901826401,0.26785021999332925,0.0,9.60821853567109,0
0,9,763.0980779298543,1,4,3531.6810573986427,0.0,0.4301621910518089,0.07630980779298543,0.0,0.7099260851664834,0
2,6,3900.1187353157266,1,4,2492.709850170827,0.3333333333333333,-0.0010343988109042246,0.39001187353157263,0.0,8.191523134984822,0
2,7,1324.1745729534082,2,5,2773.473415247925,0.2857142857142857,0.27488607386562486,0.13241745729534082,0.5,6.34326187459038,0
3,8,2413.569542205654,2,9,2823.215521174369,0.375,0.04138146595797859,0.2413569542205654,0.5,2.815324801114023,0
18,59,8756.835498938586,3,22,414.5988178605139,0.3050847457627119,-0.6148511408851922,0.8756835498938587,1.0,0.05187009171908247,1
2,10,1984.3119466403593,2,10,4786.5529414306575,0.2,-0.06505627589854937,0.19843119466403594,0.5,14.372404699924285,0
3,21,9354.425363234677,2,20,2894.278171518644,0.14285714285714285,1.2187892767071284,0.9354425363234677,0.5,0.1581260229935787,1
2,8,6531.094194277234,1,5,1744.5392784813255,0.25,0.189204780963809,0.6531094194277234,0.0,9.189946500774047,0
1,4,3666.625963378673,1,5,3158.7975664206606,0.25,-0.001090211585579537,0.3666625963378673,0.0,0.6293946577832471,0
2,10,4839.639041833865,1,7,2401.6447270305243,0.2,0.45917039930445064,0.48396390418338653,0.0,2.1544656067619754,0
3,11,6009.533722448231,1,5,4800.445032256886,0.2727272727272727,0.493193896742443,0.6009533722448231,0.0,1.1482409482692402,0
2,7,1041.3982417093093,1,4,2657.7856762308306,0.2857142857142857,-0.05146949485743607,0.10413982417093093,0.0,3.726090800740561,0
2,6,3193.2502579276447,2,10,4889.109420290039,0.3333333333333333,0.20149017512728035,0.31932502579276445,0.5,5.7217950654746526,0
0,21,4840.534938939661,2,5,2963.4904369511387,0.0,0.030340656199285332,0.48405349389396607,0.5,2.7578111722964125,0
21,53,7173.6748713696,1,21,112.22215986159574,0.39622641509433965,-0.34613291000022317,0.71736748713696,0.0,0.38057656050872946,1
0,12,1326.3105361551206,1,5,2668.9068705676855,0.0,0.46880333688506365,0.13263105361551206,0.0,7.595031258055745,0
3,10,1463.7300480688368,1,3,3733.5097424162027,0.3,-0.28323103303802366,0.14637300480688367,0.0,15.0906849735706,0
4,18,4241.785047009637,4,13,2283.9609418728023,0.2222222222222222,-0.09193749435079684,0.42417850470096374,1.0,7.530355176935823,1
3,11,1983.122818521432,1,6,4684.81057580415,0.2727272727272727,-0.2079721099212422,0.1983122818521432,0.0,0.5,0
18,25,8938.810635124284,2,26,10937.112491646976,0.72,3.841118915389848,0.8938810635124285,0.5,0.7639371254378118,1
2,15,5270.83018314727,1,7,3486.6792080286186,0.13333333333333333,0.3903197386183766,0.527083018314727,0.0,3.634343822917318,0
2,8,2815.9968064870645,2,8,4637.96654812675,0.25,-0.028423401260721237,0.28159968064870644,0.5,3.4369510809559687,0
3,10,3352.7966264630304,2,7,3142.0960365976425,0.3,0.105292900676836,0.33527966264630304,0.5,5.218425221208482,0
2,12,5767.669447191958,1,3,1343.3840705207394,0.16666666666666666,0.3681281485167694,0.5767669447191958,0.0,14.298274901811261,0
1,5,4141.771163556725,2,1,905.968166987971,0.2,0.01774806925790612,0.4141771163556725,0.5,2.023752814662671,0
2,13,6687.849857696503,2,7,3127.990201158144,0.15384615384615385,-0.015610676558051928,0.6687849857696503,0.5,4.518079030750281,0
3,11,5150.153835333215,1,4,1743.6055634851837,0.2727272727272727,0.09880341458745445,0.5150153835333215,0.0,1.96223153827857,0
17,15,5012.876289753572,1,22,14672.213263234386,1.1333333333333333,3.473109170491946,0.5012876289753572,0.0,0.48224401229062225,1
1,13,3506.351834505167,1,2,2411.167391230201,0.07692307692307693,0.42022744080306856,0.3506351834505167,0.0,9.484611096287678,0
3,8,2927.3086718684617,1,8,2896.1482001097897,0.375,-0.059320474211930985,0.29273086718684616,0.0,9.436534449469493,0
3,15,3292.9205874625336,2,5,1570.2985265792804,0.2,-0.22693353979384856,0.32929205874625334,0.5,3.211994977193948,0
11,13,8564.485383399124,1,23,11889.899251289371,0.8461538461538461,4.478290450622014,0.8564485383399124,0.0,0.08093089083844658,1
0,11,5918.713013153599,1,3,4768.062858997542,0.0,-0.19091824980939226,0.5918713013153599,0.0,8.348070326509072,0
3,7,3780.414511967164,1,6,4662.864318551055,0.42857142857142855,0.39989675723697277,0.3780414511967164,0.0,0.5,0
0,11,5722.03650678626,1,3,732.102927706453,0.0,0.3130758054368728,0.572203650678626,0.0,20.056615338595556,0
10,11,6068.900185360388,1,27,10472.805692787995,0.9090909090909091,4.337937240535317,0.6068900185360387,0.0,0.09692081251667946,1
3,11,3250.8750003654936,1,8,980.6001375381888,0.2727272727272727,0.4943257861487769,0.32508750003654935,0.0,6.315131498568638,0
1,13,6966.682351395898,1,4,1598.886879916285,0.07692307692307693,0.32844719861009913,0.6966682351395898,0.0,4.2846330071831025,0
0,8,4232.910347192119,1,8,4190.410924639071,0.0,0.11785244858035732,0.42329103471921187,0.0,5.1771021215829105,0
4,13,6774.397747002457,2,7,4855.57952479994,0.3076923076923077,0.019512846379705018,0.6774397747002457,0.5,12.603922978752154,0
3,14,2383.129889032415,1,5,4020.430344607193,0.21428571428571427,0.2792973404303311,0.2383129889032415,0.0,3.7785062923631023,0
1,9,2476.3929891822227,2,11,839.3473326559258,0.1111111111111111,0.39940310974535626,0.24763929891822226,0.5,0.5,0
20,77,9049.331210386403,1,26,329.9288460453048,0.2597402597402597,-0.5344438538794769,0.9049331210386403,0.0,0.4090407326678769,1
4,11,4243.075569918818,2,6,2795.9277525450025,0.36363636363636365,0.06456205294040462,0.4243075569918818,0.5,0.5,0
2,13,3271.328643767499,1,5,3214.9807388782087,0.15384615384615385,-0.1000142406620722,0.32713286437674993,0.0,4.697266840385237,0
0,8,2172.873477262198,1,3,4663.246233250765,0.0,0.39373514487373945,0.2172873477262198,0.0,4.487598031951987,0
1,9,1207.1799829557744,2,4,3691.1989786151744,0.1111111111111111,-0.1703832902500733,0.12071799829557744,0.5,2.93793052218061,0
8,22,5396.512712987636,3,26,8614.124069138488,0.36363636363636365,3.9972520548494517,0.5396512712987637,1.0,0.2587624809656025,1
2,8,3694.041732447756,2,10,1994.3936063390602,0.25,0.09910022168091692,0.36940417324477565,0.5,0.5992033880984532,0
3,10,3439.009090313619,1,6,4278.269322350603,0.3,0.36484248851009876,0.3439009090313619,0.0,1.4262839492471624,0
0,8,4040.6892086052394,1,8,4647.089648140084,0.0,0.12542611616611882,0.40406892086052393,0.0,1.469845575037904,0
2,23,4334.137573750087,2,5,2349.9322916050514,0.08695652173913043,0.06908163260923961,0.43341375737500865,0.5,0.5,0
2,13,4676.503633614523,1,1,884.7924087876662,0.15384615384615385,-0.22822019104692826,0.4676503633614523,0.0,1.5467640577468662,0
4,26,7836.798852078707,7,23,2415.4349217200206,0.15384615384615385,-0.12792836215747477,0.7836798852078707,1.0,5.145663276298187,1
1,10,6804.034489224771,1,5,4513.719299863573,0.1,0.4166226170997345,0.6804034489224772,0.0,39.65428939119923,0
1,12,545.6818436352903,1,10,3198.445099351878,0.08333333333333333,0.10437152493011875,0.05456818436352903,0.0,2.9064267955661593,0
2,11,3856.55880233952,2,1,2007.6449413132368,0.18181818181818182,0.2080172297542207,0.385655880233952,0.5,16.63777031490538,0
3,13,2642.264651399818,2,5,3537.26940162276,0.23076923076923078,0.036331183423019664,0.26422646513998177,0.5,2.428454152389791,0
0,5,4998.448817431361,2,3,2402.408229027753,0.0,0.35637158511582917,0.4998448817431361,0.5,1.8023474138962858,0
4,13,3364.3312228419613,2,6,2587.6638553936737,0.3076923076923077,0.3370343710098182,0.33643312228419614,0.5,13.498345526486156,0
1,6,921.6364787186358,2,4,2833.6346654242834,0.16666666666666666,0.40842301973125666,0.09216364787186358,0.5,2.6772029371409265,0
0,16,1129.707243341873,1,7,3867.892745065201,0.0,0.007990264099980882,0.1129707243341873,0.0,2.448762441167267,0
2,13,2286.832405850756,1,7,4652.2854118983605,0.15384615384615385,-0.1382229168745594,0.2286832405850756,0.0,10.112415792648104,0
2,9,5788.927236071154,1,6,1469.5085841972405,0.2222222222222222,0.4200846731309546,0.5788927236071154,0.0,9.581678251241948,0
3,14,6924.283464132456,2,6,2401.9087697135783,0.21428571428571427,-0.18760197327984912,0.6924283464132456,0.5,31.108200784357194,0
1,7,4858.928754089668,2,7,2932.9098249485546,0.14285714285714285,-0.0748839772072471,0.48589287540896675,0.5,15.107681020661802,0
2,11,3895.5312322747677,1,3,739.3154380076078,0.18181818181818182,-0.1266027401000695,0.38955312322747676,0.0,10.875810438582157,0
12,20,7167.852988043676,2,13,7793.358203567874,0.6,2.0547557651596082,0.7167852988043676,0.5,0.02547212932201795,1
3,12,1853.9389441677242,1,7,3917.577886005056,0.25,0.35397881191510444,0.18539389441677243,0.0,16.08811939414476,0
0,10,2448.5183473382526,1,5,1352.4222674293787,0.0,0.31777643152153107,0.24485183473382527,0.0,2.3727038043108455,0
4,8,4539.5379115134065,2,8,3403.625608449962,0.5,0.08057444281034959,0.45395379115134066,0.5,9.155341449641694,0
2,15,5747.338869416274,1,3,1692.9709058519616,0.13333333333333333,0.25074372290147456,0.5747338869416274,0.0,5.731031582897305,0
2,9,6631.775322696065,1,5,1149.2585334011933,0.2222222222222222,0.3970099640185702,0.6631775322696065,0.0,4.002509435698265,0
23,64,9638.102021542465,3,33,294.7607634538939,0.359375,-0.32221801282343593,0.9638102021542465,1.0,0.5904892065266863,1
15,17,9180.01305343589,3,17,5914.249778573866,0.8823529411764706,3.2279007506616595,0.918001305343589,1.0,0.06295502286814576,1
1,8,2178.7617948916795,1,7,4322.607238066749,0.125,-0.2250354274967603,0.21787617948916796,0.0,24.74719837748791,0
4,13,3443.7658803090017,2,7,3200.039293264278,0.3076923076923077,-0.03540392149287308,0.34437658803090015,0.5,32.13866958873989,0
2,10,3261.3449904904346,1,7,2099.7596389540577,0.2,-0.08391651720239757,0.32613449904904346,0.0,2.1939427801819593,0
3,27,5857.65709380909,6,12,2721.631763262039,0.1111111111111111,0.7875931317069425,0.585765709380909,1.0,9.455984595154863,1
1,8,997.5942273174701,2,2,2812.4483212197597,0.125,0.118024528085023,0.09975942273174701,0.5,4.6349189017047525,0
2,16,4870.566999127046,1,5,1495.3261364423165,0.125,0.15290492539397332,0.4870566999127046,0.0,1.141359205866586,0
1,10,4793.58488114496,1,5,1536.372329182224,0.1,0.4076404068677521,0.47935848811449594,0.0,9.073210557334505,0
2,12,2370.308775398951,2,3,4540.848768553977,0.16666666666666666,0.04823815887149474,0.23703087753989513,0.5,1.097255610431018,0
2,13,6725.271990240266,1,5,986.9227424365642,0.15384615384615385,0.2605084689488613,0.6725271990240266,0.0,0.5,0
1,12,5932.15085136077,1,8,4133.491977145826,0.08333333333333333,0.27611378035649675,0.593215085136077,0.0,0.5,0
2,11,2097.5476366551775,1,3,2775.268504541415,0.18181818181818182,0.4658096995031383,0.20975476366551773,0.0,4.572403945392693,0
3,6,4660.050746244859,1,5,3557.486102120185,0.5,-0.08418092564824214,0.46600507462448587,0.0,1.0200271150837483,0
2,13,4850.3252330442865,1,7,2027.5340675552638,0.15384615384615385,-0.21502977243137078,0.48503252330442864,0.0,24.125425131887884,0
2,3,502.5854795583978,1,3,2749.8328595886087,0.6666666666666666,-0.226130477237783,0.05025854795583978,0.0,4.709247506679158,0
2,11,6501.095386796708,1,10,3168.1386034305056,0.18181818181818182,-0.21158136536383282,0.6501095386796708,0.0,18.420183013634883,0
0,7,2122.73400814435,2,2,2819.6461691604095,0.0,-0.07691885958605177,0.212273400814435,0.5,11.581829019718683,0
1,11,2484.1538053857166,2,5,2833.109082013567,0.09090909090909091,-0.11657045862250362,0.24841538053857165,0.5,0.5,0
10,63,7925.480089232986,3,31,100.96585344979397,0.15873015873015872,-0.6496834347766536,0.7925480089232986,1.0,1.0411947266777144,1
1,5,1292.3634778314777,1,4,629.7731569396765,0.2,0.17157829385759327,0.12923634778314777,0.0,8.734919984285474,0
4,13,771.0490150348767,1,7,3836.7363623015876,0.3076923076923077,0.02700052829994165,0.07710490150348767,0.0,12.779783958544114,0
2,11,1000.7096436067322,2,7,3111.4110122666852,0.18181818181818182,0.13489828847789337,0.10007096436067323,0.5,2.005931831478273,0
1,13,3337.886773915947,2,3,1332.905548117776,0.07692307692307693,0.4788709272427332,0.3337886773915947,0.5,0.5,0
3,13,2088.439756513244,2,6,2866.3091142688318,0.23076923076923078,0.052555573898387054,0.2088439756513244,0.5,29.393835116987646,0
2,13,6253.337147693865,1,3,3028.130713556163,0.15384615384615385,0.357436171683631,0.6253337147693865,0.0,10.535556367469963,0
0,7,5874.098019101545,2,9,889.3290858632797,0.0,0.4444639078866553,0.5874098019101545,0.5,4.586101613124393,0
2,13,4980.89392289186,1,3,761.2728430453761,0.15384615384615385,-0.103110778605396,0.498089392289186,0.0,0.5,0
1,10,5319.036632400747,2,4,4838.263686021945,0.1,0.016896227833946953,0.5319036632400748,0.5,15.733150878962725,0
0,9,1674.2864551483642,2,3,4680.8180421720035,0.0,0.4420678252393508,0.1674286455148364,0.5,22.747379627118715,0
2,11,5737.670223601898,2,7,4297.631998924389,0.18181818181818182,0.2174565691927623,0.5737670223601898,0.5,23.927450445697296,0
3,11,3607.9377646564485,2,3,2449.4309477162783,0.2727272727272727,-0.08241822491706835,0.36079377646564487,0.5,10.067021098550786,0
3,24,9808.918478117128,2,20,6283.571171413796,0.125,0.5644670671374445,0.9808918478117128,0.5,0.4568332701307268,1
7,22,4578.504476342919,7,16,950.8690003442771,0.3181818181818182,0.6348762855855858,0.4578504476342919,1.0,0.2300714727569621,1
21,50,7204.7293189622105,3,23,476.0456976825668,0.42,-0.6114323364955938,0.7204729318962211,1.0,0.15077916581801382,1
1,6,5776.347108686503,1,6,3316.1214013814306,0.16666666666666666,0.36569842765582466,0.5776347108686503,0.0,1.7442534782959371,0
3,8,5348.40275230029,1,6,2372.704992940575,0.375,0.33672736242066786,0.534840275230029,0.0,6.554478709727452,0
8,12,7706.605042010715,1,21,6926.6676351968035,0.6666666666666666,3.6808828773132913,0.7706605042010715,0.0,0.7890851386348211,1
1,9,5528.9053423167325,2,4,1599.6334393208867,0.1111111111111111,0.27406522057881005,0.5528905342316732,0.5,6.683731569385066,0
1,14,5035.02185577088,1,4,3311.362975068556,0.07142857142857142,0.057561960242622,0.503502185577088,0.0,2.2260288253395504,0
1,12,2868.3417188218027,2,3,1203.9618840664439,0.08333333333333333,-0.20006492396278702,0.28683417188218024,0.5,14.701979447014462,0
3,7,2935.9193077333507,2,4,575.9974551813066,0.42857142857142855,0.27043048818313514,0.29359193077333506,0.5,16.18352871425779,0
2,9,1267.5457711871609,1,5,967.5451642619526,0.2222222222222222,0.24948168929366304,0.1267545771187161,0.0,21.685526130595008,0
6,21,3328.312724031796,7,16,1402.7261417161667,0.2857142857142857,0.5658332218893003,0.33283127240317956,1.0,3.4390363660149816,1
2,12,5781.476241838579,2,4,4751.202660969067,0.16666666666666666,0.06565532852420858,0.5781476241838579,0.5,1.977082962087639,0
1,12,5370.570397913128,1,4,4709.21991018014,0.08333333333333333,-0.10623829794908157,0.5370570397913128,0.0,6.800930390498726,0
26,63,9613.254209624782,2,30,188.94572798953664,0.4126984126984127,-0.45619715417166906,0.9613254209624782,0.5,0.10316662859063369,1
1,8,5817.279524428476,2,3,2469.8392656308633,0.125,-0.025913921709257604,0.5817279524428476,0.5,10.196427891297805,0
1,13,2592.401673204575,1,2,2209.44122234545,0.07692307692307693,-0.08151203717251138,0.2592401673204575,0.0,4.260857459707996,0
5,10,4470.545813579154,2,6,2484.3534882960557,0.5,0.35441413542243944,0.4470545813579154,0.5,15.931853058676843,0
1,8,4298.806891757029,1,4,654.3440074964436,0.125,0.16876879902496228,0.4298806891757029,0.0,4.919860892176431,0
2,9,4227.349708485329,1,5,4926.037181197154,0.2222222222222222,0.17450945088575004,0.4227349708485329,0.0,6.689418527313864,0
2,10,822.7260915867982,2,5,3622.4362435897015,0.2,-0.284164311821906,0.08227260915867983,0.5,9.072031257537303,0
4,12,2312.5497891640807,2,8,3816.3375925754417,0.3333333333333333,0.13591232464062053,0.23125497891640806,0.5,2.1244284786394068,0
2,13,3844.3147781583484,1,10,1119.3609965195478,0.15384615384615385,-0.1772456324925783,0.38443147781583487,0.0,2.111587055420087,0
1,11,5219.42544433573,2,5,779.0381899837296,0.09090909090909091,0.4590037992317895,0.521942544433573,0.5,35.32079118979065,0
20,50,9169.933535418131,3,20,253.31723125560907,0.4,-0.42141435367332597,0.9169933535418131,1.0,0.2794335250982287,1
3,8,1565.6838883271973,1,14,3741.653720577145,0.375,0.29137346743650766,0.15656838883271973,0.0,9.570735738628635,0
3,15,2697.173539453542,1,2,1093.3643351114067,0.2,-0.25686739732653546,0.26971735394535423,0.0,3.2369820672085163,0
3,12,6792.20929786493,1,2,3634.4496328614587,0.25,0.2504080947404462,0.679220929786493,0.0,12.26526472031798,0
18,46,9258.395556619836,2,26,251.06398476644878,0.391304347826087,-0.3310384152081832,0.9258395556619836,0.5,0.4426585731861329,1
0,10,6176.738761853863,2,3,2682.541272503872,0.0,0.3955772773288307,0.6176738761853863,0.5,29.961942317464246,0
1,11,4652.78771096151,1,8,4129.537384682479,0.09090909090909091,-0.045957768237507135,0.465278771096151,0.0,0.6572333479271931,0
3,10,1303.4067280715678,2,6,3639.16696443606,0.3,-0.2955562024726783,0.13034067280715678,0.5,0.5,0
1,7,2458.9322844673675,1,8,2925.0899470001386,0.14285714285714285,0.33061094208920755,0.24589322844673675,0.0,7.614400727999509,0
2,12,3395.111477869555,2,4,1666.6467312857194,0.16666666666666666,-0.10537426584702983,0.3395111477869555,0.5,2.4833365452497005,0
1,19,3731.691580633773,2,8,1410.2806650485988,0.05263157894736842,0.19712941263929512,0.3731691580633773,0.5,6.780970979144738,0
5,14,4262.6021347306405,6,12,845.0888529341426,0.35714285714285715,-0.11634427152427723,0.42626021347306403,1.0,4.261050040142944,1
0,10,4211.633566160801,2,5,4374.1790480929185,0.0,0.07706339142747881,0.42116335661608006,0.5,5.000565758451973,0
1,11,6544.005953475221,2,8,1850.0520946971742,0.09090909090909091,0.4971119661020748,0.654400595347522,0.5,5.242410804965283,0
12,16,8769.419340331404,2,14,11636.358728287287,0.75,2.575154588288176,0.8769419340331404,0.5,0.0976799953153119,1
4,7,5388.652464724459,2,5,4671.765590027355,0.5714285714285714,-0.266588930334045,0.5388652464724458,0.5,1.2795494577299067,0
3,9,4533.8220968329315,2,6,1146.6557120352145,0.3333333333333333,0.059691085230107466,0.4533822096832931,0.5,10.540868982850663,0
1,14,5989.8991503608695,1,4,2036.3603733362474,0.07142857142857142,0.37182478858860973,0.5989899150360869,0.0,3.639369264471951,0
13,58,8775.476475786389,1,31,314.2736338659166,0.22413793103448276,-0.35519223742513784,0.8775476475786389,0.0,2.0,1
1,5,2821.7449739646845,2,9,1760.638334340051,0.2,0.03100404606172441,0.28217449739646844,0.5,16.943975509998467,0
3,13,2394.4678825784936,1,3,3712.7749247992397,0.23076923076923078,-0.06225958343618829,0.23944678825784935,0.0,10.981777371199378,0
2,13,6263.006917962196,1,2,516.4691861940233,0.15384615384615385,0.045257667358882925,0.6263006917962196,0.0,9.049505934177176,0
2,15,3438.7606297807033,1,3,2094.5688392002457,0.13333333333333333,0.4226393260837182,0.34387606297807033,0.0,2.8663823099871344,0
3,21,9071.306904805262,2,20,2844.156861989396,0.14285714285714285,1.7958138846794196,0.9071306904805262,0.5,0.1,1
2,5,1910.301840101699,1,1,1548.149321526261,0.4,0.2451546993617713,0.1910301840101699,0.0,11.6607462620145,0
